1,1000000000,3.14159188000000000329,33.121629
2,2000000000,3.14159214199999992090,34.977848
4,4000000000,3.14159250599999984033,36.920111
8,8000000000,3.14159267399999997394,44.341829
16,16000000000,3.14159264275000005284,88.200747
32,32000000000,3.14159268637500010968,183.090907
